;0
3099;Brc1ccc(-c2nnn3c2C2c4ccccc4CCN2Cc2ccccc2-3)cc1
3100;CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3n[nH]c(-c4ccccc4N)n3)ccc21
3101;Fc1ccc(CN2CCC(Nc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)c(Cl)c1
3102;COc1ccc2nc3c(c(NCCCCCCCNC(=O)C(N)Cc4c[nH]c5ccccc45)c2c1)CCCC3
3103;CN(C)Cc1ccc(CSCCNc2cc(Nc3ncccc3[N+](=O)[O-])c([N+](=O)[O-])cc2[N+](=O)[O-])o1
3104;O=C(NCCCCCNc1c2c(nc3ccccc13)CCCC2)c1c2ccccc2nc2ccccc12
3105;O=[N+]([O-])c1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1
3106;COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CC2CCCCC2)CC1
3107;COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(Cc2ccccc2)CC1
3108;Nc1c2c(nc3c1C(c1ccc(F)cc1)NC(=S)N3)CCCC2
3109;CC(=O)N1OC(C)(C)CC(c2ccccc2)=C1CN1C(=O)c2ccccc2C1=O
3110;COCCN1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1
3111;CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C(=O)OC)cc1
3112;CN1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1
3113;CCCCCCCC/C=C\CCCCCCCC(=O)OCCCc1cc(OC)c2oc(-c3ccc4c(c3)OCO4)cc2c1
3114;COc1ccc(F)c[n+]1C
3115;COc1ccc(C(F)(F)F)c[n+]1CCCCOc1ccc2c(C)cc(=O)oc2c1
3116;COc1ccc(C(F)(F)F)c[n+]1CCCCC[n+]1cc(C(F)(F)F)ccc1OC
3117;COc1cc2c(cc1OC)C(=O)C(CCCCCCc1cccc(OC)[n+]1C)C2
3118;COc1ccc(C(F)(F)F)c[n+]1CCCCCO
3119;O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCN2c1ccccc1
3120;O=C(CCCOc1cccc2[nH]c3ccccc3c12)NCCCNc1c2c(nc3ccccc13)CCCC2
3121;O=C1c2ccccc2C(=O)C12N1CSC[C@@H]1[C@@H](c1ccc(Cl)cc1)[C@@]21CSc2ccccc2C1=O
3122;ICC1CN=C(Nc2ccccn2)S1
3123;CCC1=CC2Cc3nc4cc(Cl)ccc4c(NCCn4cc(CCCCCCN5CCc6cc(OC)c(OC)cc6C5c5cccc([N+](=O)[O-])c5)nn4)c3C(C1)C2
3124;CCC1=CC2Cc3nc4oc(C)c(C)c4c(N)c3C(C1)C2
3125;CC1=CC2Cc3nc4[nH]ncc4c(N)c3C(C1)C2
3126;COc1cc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)ccc1OCCCCN1CCc2ccccc2C1
3127;c1ccc2c(NCCCCC[Se]CCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3
3128;CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)cc12
3129;COc1ccc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1
3130;COc1cc2ccnc3c2c(c1OC)COC3=O
3131;CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2[N+](=O)[O-])=CC1=O)Cc1ccccc1[N+](=O)[O-]
3132;COc1ccccc1CNCCCCCCNC1=CC(=O)C(NCCCCCCNCc2ccccc2OC)=CC1=O
3133;O=C(CCn1c2ccncc2c2cc(F)ccc21)N1c2ccccc2Sc2ccccc21
3134;CCN(CC)CCCN1CC(=O)N(C2CC2)CC1=O
3135;CCN(CC)CCN1CC(=O)N(CCc2ccccc2)CC1=O
3136;CC1CCN(c2nccc(NCCc3ccccc3)n2)CC1
3137;c1ccc(CCNc2ccnc(N3CCSCC3)n2)cc1
3138;CC1CCN(c2nccc(NCc3ccccc3)n2)CC1
3139;c1ccc(CNc2ccnc(N3CCOCC3)n2)cc1
3140;C[C@]1(CO)CCC[C@]2(C)[C@H]1C[C@H](O)[C@@]13C[C@@H](CC[C@@H]21)[C@]1(C)O[C@@H]13
3141;CCCCCCN(C)Cc1cc(N)ccc1O
3142;CC(C)C1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1
3143;c1ccc(C(Nc2ccnc(N3CCN(C4CCCCC4)CC3)n2)c2ccccc2)cc1
3144;COCCN1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1
3145;COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccc([N+](=O)[O-])cc3)cc1)C2
3146;CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3ccc(F)c(F)c3)CC2)cc(C(C)(C)C)c1O
3147;CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3ccc(C#N)cc3)CC2)cc(C(C)(C)C)c1O
3148;O=C(/C=C/c1ccccc1)NCCC1CCN(Cc2ccccc2)CC1
3149;CCN(CC)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1
3150;O=c1oc2cc(OCCCN3CCC(Cc4ccccc4)CC3)ccc2c2ccccc12
3151;O=c1oc2cc(OCCN3CCC(Cc4ccccc4)CC3)ccc2c2c1CCCC2
3152;CCN(C)C(=O)Oc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12
3153;CC(c1cc(O)cc2oc(=O)c3ccccc3c12)N(C)C
3154;COC(=O)CNC(=O)c1cc2c(OC(=O)N(C)C)cccc2[n+](C)c1
3155;CCCCCCCNC(=O)Oc1cccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1
3156;c1ccc2c(NCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3
3157;c1ccc2c(NCCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3
3158;CN(CCCOc1ccc2c(c1)oc(=O)c1ccccc12)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1
3159;CCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1
3160;Cc1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1
3161;COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(C)CC4)cc3)C2)cc1OC
3162;CCN(CC)CCCCCOc1ccc2c(c1)CC/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O
3163;c1ccc(CCCCCSc2c3c(nc4ccccc24)CCCC3)nc1
3164;N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1NC1CCN(Cc2ccccc2)CC1
3165;N#Cc1c(Cl)nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1
3166;COc1cc(O)c(C(C)=O)c(-c2c(C)cc(O)c3oc4c(O)cc(C)c(-c5cc(OC)cc(O)c5C(=O)O)c4c23)c1
3167;COc1ccc(/C=N/c2ccc3oc(=O)ccc3c2)cc1
3168;COc1ccc(C(=O)CCc2cc[n+](Cc3cccc(F)c3)cc2C#N)cc1OC
3169;COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3ccccc3C)cc1C(F)(F)F)C2=O
3170;COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](CCc3ccccc3)cc1C(N)=O)C2
3171;COC(=O)c1ccccc1C[n+]1ccc(CC2Cc3cc(OC)c(OC)cc3C2=O)c(C(=O)Oc2c(Cl)cc(Cl)cc2Cl)c1
3172;COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3ccc(C)cc3)cc1C(C)=O)C2=O
3173;c1ccc2c(c1)CN[C@@H](CN(CC[C@H]1CCCNC1)[C@H]1CCCc3cccnc31)C2
3174;O=C(CCC1CCN(Cc2ccccc2Cl)CC1)c1ccc2c(c1)CCN2
3175;COC(=O)Nc1ccc2n(c1)cc(-c1ccccc1)[n+]2C
3176;O=C(CCC1CCN(Cc2ccccc2F)CC1)c1ccc2c(c1)CCN2
3177;O=C(Nc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)s1)C1CCN(Cc2ccc(OC(F)(F)F)cc2)CC1
3178;COc1ccc(CN2CCC(Nc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)cc1
3179;Cc1cc(N2CCCCC2)nc2ccccc12
3180;COc1ccc(Cn2cc(C(=O)NCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1
3181;COc1ccc(Cn2cc(C(=O)NCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1
3182;COc1ccc(Cn2cc(C(=O)NCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1
3183;COc1ccc(Cn2cc(C(=O)NCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)c3ccccc32)cc1
3184;COc1ccc(Cn2cc(C(=O)NCCCCCCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1
3185;COc1ccc(Cn2cc(C(=O)NCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1
3186;CN(C)Cc1cc(N)ccc1O
3187;CC(C)(C)c1cc(C(=O)CNCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O
3188;CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3cccc(F)c3)CC2)cc(C(C)(C)C)c1O
3189;C=C(C)[C@H](O)CC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C1=C2O[C@H](C(C)(C)O)C1
3190;CCCCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3
3191;COc1ccccc1CN1CCN(CCCCCOc2cccc3[nH]c4ccccc4c23)CC1
3192;O=c1c2cc(OCCCN3CCCCC3)ccc2nc2n1CCC2
3193;COc1ccccc1CN1CCCCCCCCN(Cc2ccccc2OC)C(=O)CCCCCNCc2cccc(c2)Cc2cccc(c2)CNCCCCCC1=O
3194;CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCCCC3
3195;FC(F)(F)Oc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1
3196;Oc1ccc(C=NC2CCN(Cc3ccccc3)CC2)cc1
3197;COc1cc2oc3cc(CN(C)Cc4ccccc4)ccc3c(=O)c2cc1OC
3198;C[C@H]1C=C2N3CC[C@@H](O)C24C(C[C@H](O)C3)C(=O)C[C@@H]4C1
3199;O=C(CCCCC1CCSS1)NCCCCCCNc1c2c(nc3ccccc13)CCCC2
3200;CN(CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1
3201;COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](C)cc1)C2
3202;COC1=CC(=O)[C@]2(C)[C@]3(O)Cc4c(cc(-c5cc(OC)c(OC)c(OC)c5)oc4=O)O[C@]3(C)CC[C@]2(O)C1(C)C
3203;COc1ccc(CN2CCC(CCC(=O)c3cc4c5c(ccn5C(=O)CC4)c3)CC2)cc1
3204;CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCN(C)CCCCNc4c5c(nc6ccccc46)CCCC5)c3[C@H](C1)C2
3205;CC(C)=CCc1cc2ccc(=O)oc2cc1O
3206;COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](Cc3ccsc3)cc1)C2
3207;COCC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1
3208;CCN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(O)c(O)c2)cc1
3209;COc1ccc(CC(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1O
3210;CCNCc1ccc2nc(-c3cccnc3)c3c(c2c1)NCCC3
3211;CCNCc1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3
3212;CC(C)=CCC1=C2O[C@H](C(C)(C)O)C[C@@]23C[C@H](CC=C(C)C)[C@@](C)(CCC(=O)C(C)C)[C@@](C(=O)C(C)C)(C1=O)C3=O
3213;CCN(CCCCCCOc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1)Cc1ccccc1
3214;CC1=CC2Cc3nc4oc(C5CC5)nc4c(N)c3C(C1)C2
3215;Cc1cc(=O)oc2cc(OCCCCSC(=S)N3CCCCC3)ccc12
3216;O=[N+]([O-])OCCCNCCCNc1c2c(nc3ccccc13)CCCC2
3217;COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3cccc(C)c3)cc1C(C)=O)C2=O
3218;COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3cccc(F)c3)cc1C(C)=O)C2=O
3219;COc1cc2c(cc1O)C(=O)C(Cc1cc[n+](Cc3cccc(Cl)c3)cc1C(C)=O)C2
3220;CC(=O)n1cc(/C=C2\CN(Cc3ccccc3)CCC2=O)c2ccccc21
3221;O=C(CCO[N+](=O)[O-])NCCCNc1c2c(nc3ccccc13)CCCC2
3222;N#Cc1ccc(C(=O)n2cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c3ccccc32)cc1
3223;CC1(C)CC(=O)C2C(=Nc3nc4c(c(N)c3C2c2ccncc2)CCCC4)C1
3224;COc1cc2cc[n+](C)c3c2c(c1OC)C(Br)OC3=O
3225;C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](N)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C
3226;CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCOC2O3)cc1
3227;CCN(CCCCCC(=O)N[C@H]1CC[C@H](NC(=O)CCCCCN(CC)Cc2ccccc2OC)CC1)Cc1ccccc1OC
3228;CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCCN6C(=O)c7ccccc7C6=O)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1
3229;O=c1c2ccc(OCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2oc2ncccc12
3230;COC(=O)CC1=NO[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2[C@H]1c1ccccc1
3231;Cc1ccc2c(c1)C(=O)C(=O)N2C(=O)N(C)C
3232;O=C1C(=O)N(C(=O)c2ccccc2)c2ccc(CNc3ccc(Br)cc3)cc21
3233;CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5c(nc6cc(Cl)ccc46)C[C@@H]4C=C(C)C[C@H]5C4)c3[C@@H](C1)C2
3234;O=C(CCCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
3235;O=C(NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12
3236;Cc1nc(N)ncc1-c1nnnn1-c1ccc(-c2ccccc2)cc1
3237;CN(C)CCCCCCCCCNc1c2c(nc3ccccc13)CCCC2
3238;O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCNc1c2c(nc3ccccc13)CCCC2
3239;C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)OCCO3)CC1
3240;COC(=O)C[N+]1(C)CCC(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)CC1
3241;CCC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1
3242;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(O)c4ncccc34)CC1)C2
3243;C#CCN(C)CCc1cccc(OC(=O)N(C)C)c1
3244;C#CCN(C)C(C)Cc1cccc(OC(=O)N(C)CC)c1
3245;COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CC2CCC2)CC1
3246;COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCC2CCCCC2)CC1
3247;C#CCNC(C)Cc1cccc(OC(=O)N(C)CC)c1
3248;CNC(=O)c1cc2c(OC(=O)N(C)C)cccc2[n+](C)c1
3249;CCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)C1C2
3250;Nc1c2c(nc3c1C(c1cccc([N+](=O)[O-])c1)NC(=S)N3)CCCC2
3251;COc1ccc(C(=O)c2ccc(CN(C)CCN(C)C)cc2)cc1OC
3252;CC1=CC2Cc3nc4oc(C)c(C)c4c(N)c3C(C1)C2
3253;COc1ccc(Cn2cc(C(=O)NCCNc3c4c(nc5ccccc35)CCCC4)c(=O)c3ccccc32)cc1
3254;COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCN1CCCCC1)C2
3255;COc1cc(C=CC(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1O
3256;CN(C)Cc1ccc(CSCc2ccc(-c3ccc(CSCc4ccc(CN(C)C)o4)cc3)cc2)o1
3257;O=C1/C(=C/c2cccc([N+](=O)[O-])c2)CN(C(=O)C2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1cccc([N+](=O)[O-])c1
3258;O=C1/C(=C/c2ccccc2F)CN(C(=O)C2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1ccccc1F
3259;COc1ccc2nc3c(c(NCCN=C4CC(=O)c5c(O)cccc5C4=O)c2c1)CCCC3
3260;CN1CCC(CC2=Cc3ccccc3C2)CC1
3261;C#CCNC1CCc2ccc(OC(=O)N(C)CCC)cc21
3262;COc1cc2c(cc1O)C=C(CC1CCN(Cc3ccccc3)CC1)C2=O
3263;CCCCCCCCCCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3
3264;O=C1c2ccccc2CCCC1CC1CCN(c2ccccc2)CC1
3265;CCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2
3266;O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CCC1CCN(Cc2ccc(Cl)cc2)CC1
3267;CC(=O)Nc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O
3268;Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C
3269;O=C(/C=C/c1ccc([N+](=O)[O-])cc1)NCCC1CCN(Cc2ccccc2)CC1
3270;CCCN1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1
3271;CCC(=O)Oc1cccc([N+](C)(C)C)c1
3272;c1ccc(C(Nc2ccnc(N3CCNCC3)n2)c2ccccc2)cc1
3273;Cn1cc[n+](COC[n+]2ccccc2C=NO)c1C=NO
3274;CN(C)C(=O)Oc1ccc2c(c1)C(N(C)C)CC2
3275;COc1ccccc1CN(CCCCCCCCN(Cc1ccccc1OC)C(=O)CCCCCN)C(=O)CCCCCN
3276;N#CC1C(=N)N(Cc2ccccc2)C(=NCc2ccccc2)C([N+](=O)[O-])C12C(=O)Nc1ccc([N+](=O)[O-])cc12
3277;COc1cc(C(=O)NCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
3278;O=[N+]([O-])c1ccc2c(c1)c(OCc1cccc3ccccc13)nn2Cc1cccc2ccccc12
3279;Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@H]1N2C
3280;COc1cc2ccnc3c2c(c1OC)C(Br)OC3=O
3281;COc1cc2ccnc3c2c(c1OC)COC3(O)CC(O)CO
3282;COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccccc3)cc1)C2
3283;COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccc(C)cc3)cc1)C2
3284;CC1(C)Oc2cc3oc(=O)ccc3cc2C[C@@H]1O
3285;COc1cc(C=CC(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1O
3286;COc1ccc2c(c1)CCC(Cc1cc[n+](CC3CCCCC3)cc1C(C)=O)C2=O
3287;COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3cccc(Cl)c3)cc1C(C)=O)CC2
3288;COc1ccc(C(=O)CCC2C=CN(Cc3cccc(Cl)c3)C=C2C#N)cc1OC
3289;C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)OCO3)CC1
3290;C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)CCCCO3)CC1
3291;CC1CCc2c(nc3nc(-c4ccccc4)cc(C(F)(F)F)c3c2N)C1
3292;Nc1c2c(nc3nc(-c4ccccc4)cc(C(F)(F)F)c13)CCCCCC2
3293;Nc1cc(-c2cccs2)nc2nc(-c3ccccc3)cc(C(F)(F)F)c12
3294;Nc1cc(-c2cccc(F)c2)nc2nc(-c3ccccc3)cc(C(F)(F)F)c12
3295;Nc1cc(-c2ccccc2)nc2nc(-c3ccccc3)cc(C(F)(F)F)c12
3296;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2Cc1ccccc1
3297;CCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2
3298;O=P(NN1CCOCC1)(NN1CCOCC1)Oc1ccccc1
3299;COC(=O)C1C(=Nc2ccc(Br)cc2)C[C@@H](c2ccc(Cl)cc2)N(c2ccc(Br)cc2)[C@@H]1c1ccc(Cl)cc1
3300;COC(=O)C1C(=Nc2ccccc2)C[C@@H](c2ccc(Cl)cc2)N(c2ccccc2)[C@@H]1c1ccc(Cl)cc1
3301;COC(=O)C1C(=Nc2ccc(Br)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(Br)cc2)[C@@H]1c1ccc(C)cc1
3302;COc1cccc(-c2n[nH]c(-c3ccc4c(c3)CO[C@@]4(CCCN(C)C)c3ccc(F)cc3)n2)c1
3303;Cc1cccc(-c2n[nH]c(-c3ccc4c(c3)CO[C@@]4(CCCN(C)C)c3ccc(F)cc3)n2)c1
3304;c1ccc2c(CNc3ccnc(N4CCN(C5CCCCC5)CC4)n3)cccc2c1
3305;COc1cc2c(cc1OC)C(c1ccccc1)N(Cc1ccc(O)c(C=NO)c1)CC2
3306;COc1cc2c(cc1OC)C(c1ccccc1)N(Cc1cc(Br)cc(C=NO)c1O)CC2
3307;CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C=CC(C(C)(C)C(=O)O)=C(CC(=O)O)[C@]3(C)C(=O)C[C@]12C
3308;COc1ccccc1/C=C1\CN(C(=O)C2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C(=C\c2ccccc2OC)C1=O
3309;N#Cc1c(NCCC2CCN(Cc3ccccc3)CC2)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1
3310;O=C(C=Cc1ccccc1O)NCCC1CCN(Cc2ccccc2)CC1
3311;COc1cccc(CN2CCC(=CC3Cc4ccc(OC)cc4C3=O)CC2)c1
3312;Cc1cc(=O)oc2cc(OCCCCCSC(=S)N3CCCCC3)ccc12
3313;O=C1c2ccccc2S(=O)(=O)N1CCCCCNCc1ccccc1
3314;O=c1[nH]c(=S)[nH]c(O)c1C=NNC(=S)Nc1ccccc1
3315;CN(Cc1ccnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)c1)Cc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1
3316;COc1cc(CCCOC(=O)Nc2ccccc2)cc2cc(-c3ccc4c(c3)OCO4)oc12
3317;COc1cccc2cc(CN(CCCCCCNc3c4c(nc5ccccc35)CCCC4)Cc3cc4cccc(OC)c4o3)oc12
3318;O=S(=O)(CCCN1CCN(Cc2ccccc2)CC1)NCCNc1cccc2ccccc12
3319;Oc1cccc(C2=Nc3ccccc3SC(c3cccc(O)c3)C2)c1
3320;ON=Cc1nc(CCCCNc2c3c(nc4ccc(Cl)cc24)CCCC3)ccc1O
3321;CCN(CC)Cc1ccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)cc1
3322;CCOc1ccc(Cc2nc3cc(C(=O)NCCSSCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1
3323;CNc1ccccc1-c1nc(C(=O)O)cs1
3324;C[n+]1c2ccccc2c(-c2ccc(NC(=O)C(F)(F)F)cc2)c2ccccc21
3325;Cc1ccccc1CNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3
3326;CCCCCCCCCCCCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3
3327;CCCCCCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3
3328;CN(Cc1ccccc1)Cc1ccc(NC(=O)C=Cc2ccc(O)c(O)c2)cc1
3329;COc1cccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)c1
3330;Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4cccc([N+](=O)[O-])c4)cc3)ccc12
3331;Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1C
3332;CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3ccc(F)cc3F)CC2)cc(C(C)(C)C)c1O
3333;Nc1c2c(nc3c(Br)cc(Br)cc13)CCC2
3334;Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCOC1O2
3335;CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)([O-])[C@@H]1N2C
3336;COc1cc(N)c(Cl)cc1C(=O)NCCNCc1ccc(CN(C)C)o1
3337;CCN(C)Cc1ccc(CNCCN2CCN=C2C(C#N)C#N)o1
3338;C/C=C1\[C@H]2C=C(C)C[C@]1(NC1OCC3=C4CC(C)(C)C[C@H]4[C@@H](C)[C@H](O)CC31O)c1ccc(=O)[nH]c1C2
3339;O=C1NCCCc2c1c1ccccc1n2CCc1ccccc1
3340;COc1ccc(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)cc1OC
3341;COc1cc2cc(NC(=O)C3CCC[C@@H](NCc4ccccc4)C3)c(=O)oc2cc1OC
3342;COc1ccc(C(C#N)N2CCCCC2)cc1OC
3343;COc1ccc(C(C#N)N2CCOCC2)cc1OC
3344;N#CC(c1ccc2c(c1)OCO2)N1CCOCC1
3345;COc1ccc(C(C#N)N2CCOCC2)cc1O
3346;COc1ccc(C(C#N)N2CCN(C)CC2)cc1O
3347;COc1ccc2oc(C(=O)NCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1
3348;COc1cc(/C=C/C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OCc1nc(C)c(C)nc1C
3349;CN(C)CCCOc1cccc(/C=C2\COc3ccccc3C2=O)c1
3350;Clc1ccc2c(c1)N=C1CCCCCN1C2
3351;Cc1nc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1
3352;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3F)CC1)C2
3353;COC(=O)c1cccc(CN2CCC(CC3Cc4cc(OC)c(OC)cc4C3=O)CC2)n1
3354;CC1(C)CN=C2C([N+](=O)[O-])C3(c4ccccc4-c4nc5ccccc5nc43)C(C#N)C(=N)N2C1
3355;Cc1cc2nc3c(nc2cc1C)C1(c2ccccc2-3)C(C#N)C(=N)N(Cc2ccccc2)C(=NCc2ccccc2)C1[N+](=O)[O-]
3356;CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1
